order_id,order_date,amount,product_id,customer_id,quantity,discount,payment_method,city,category
589492,2022-01-06,16974,609,23732,7,25,Card,Bangalore,Electronics
356840,2022-01-07,18912,33,47557,3,5,Wallet,Kolkata,Home
573254,2022-01-07,5087,647,20425,6,15,Card,Bangalore,Electronics
449457,2022-01-07,8833,767,13195,9,25,Wallet,Hyderabad,Grocery
765987,2022-01-07,9579,278,19722,4,10,Card,Kolkata,Electronics
370936,2022-01-07,9925,133,17494,4,15,Card,Chennai,Books
339931,2022-01-07,3026,750,22571,6,15,Wallet,Bangalore,Grocery
339629,2022-01-07,7382,527,35486,6,15,NetBanking,Hyderabad,Books
305041,2022-01-07,15735,789,23900,3,15,Card,Delhi,Beauty
798361,2022-01-07,15947,126,1125,1,20,UPI,Mumbai,Grocery
831912,2022-01-08,9590,345,49814,3,20,Cash,Pune,Home
517113,2022-01-08,7086,17,20318,8,25,Wallet,Hyderabad,Beauty
168148,2022-01-08,6962,824,39685,8,0,Card,Chennai,Clothing
877089,2022-01-08,12259,562,44162,6,15,NetBanking,Pune,Home
748531,2022-01-08,4523,647,8590,7,5,UPI,Hyderabad,Home
351995,2022-01-08,10550,630,35850,2,10,Wallet,Hyderabad,Books
778843,2022-01-08,8259,378,13134,9,20,UPI,Delhi,Sports
672843,2022-01-08,2173,818,26230,3,5,Cash,Mumbai,Home
356508,2022-01-08,17185,60,16058,2,20,NetBanking,Pune,Electronics
903591,2022-01-08,10211,637,15301,5,25,Wallet,Kolkata,Electronics
996942,2022-01-09,6925,467,38861,1,0,Wallet,Mumbai,Clothing
206530,2022-01-09,10752,628,28039,5,10,Card,Chennai,Electronics
704365,2022-01-09,12554,391,1284,4,20,UPI,Kolkata,Home
922352,2022-01-09,8068,936,39334,6,10,Wallet,Kolkata,Books
560337,2022-01-09,12616,685,44525,5,10,UPI,Mumbai,Grocery
824839,2022-01-09,14390,187,41986,9,25,Cash,Delhi,Clothing
905889,2022-01-09,7876,498,19658,5,5,Card,Chennai,Clothing
559773,2022-01-09,8658,600,29443,8,20,Cash,Delhi,Home
308261,2022-01-09,8819,715,4972,2,10,Card,Delhi,Beauty
864469,2022-01-10,4986,361,27167,3,25,Card,Kolkata,Sports
441097,2022-01-10,4719,823,14679,3,15,UPI,Hyderabad,Sports
415139,2022-01-10,14056,832,45341,3,10,Card,Hyderabad,Electronics
271829,2022-01-10,10445,449,30519,6,10,Cash,Hyderabad,Beauty
371836,2022-01-10,6975,694,26704,7,20,Cash,Kolkata,Home
538974,2022-01-10,10200,864,37881,7,15,Cash,Pune,Beauty
302283,2022-01-10,7956,680,32948,7,10,UPI,Bangalore,Home
296769,2022-01-10,5501,181,15378,3,20,UPI,Delhi,Electronics
661353,2022-01-10,3122,812,11328,1,20,NetBanking,Mumbai,Sports
323165,2022-01-11,11775,959,25732,6,25,Wallet,Chennai,Electronics
723587,2022-01-11,11012,130,18673,3,10,NetBanking,Bangalore,Clothing
635822,2022-01-11,5838,975,11373,3,0,NetBanking,Hyderabad,Beauty
587879,2022-01-11,15226,149,6720,3,0,Card,Kolkata,Sports
664685,2022-01-11,1870,472,6153,9,5,Card,Pune,Beauty
882038,2022-01-11,12405,818,7226,4,0,NetBanking,Bangalore,Beauty
453531,2022-01-11,10069,721,3976,5,0,Wallet,Kolkata,Sports
363160,2022-01-11,12504,623,39019,3,20,NetBanking,Bangalore,Beauty
679879,2022-01-11,9089,948,37267,1,20,UPI,Delhi,Books
320884,2022-01-12,3315,500,20297,4,25,Cash,Delhi,Grocery
123247,2022-01-12,12080,649,17587,1,10,NetBanking,Kolkata,Clothing
124300,2022-01-12,6794,355,19206,7,10,Card,Mumbai,Clothing
567281,2022-01-12,19460,916,26935,7,20,Wallet,Chennai,Grocery
707086,2022-01-12,17236,211,30633,4,10,Card,Chennai,Books
633556,2022-01-12,10761,658,11736,5,20,UPI,Hyderabad,Beauty
448951,2022-01-12,1492,596,42401,7,0,Card,Mumbai,Grocery
374329,2022-01-12,6889,30,7971,6,10,Card,Chennai,Books
819064,2022-01-12,14485,577,10507,4,0,Wallet,Pune,Beauty
842139,2022-01-13,17161,24,26724,4,5,Wallet,Bangalore,Grocery
532315,2022-01-13,205,984,23166,2,25,Card,Bangalore,Clothing
616588,2022-01-13,11579,943,14158,2,25,Card,Chennai,Grocery
336584,2022-01-13,2046,723,26774,4,10,NetBanking,Bangalore,Books
662332,2022-01-13,5644,222,12108,5,20,UPI,Kolkata,Home
937646,2022-01-13,17579,602,13077,4,25,NetBanking,Bangalore,Beauty
476896,2022-01-13,13375,618,5175,3,20,Wallet,Kolkata,Grocery
148984,2022-01-13,7085,684,36627,2,25,NetBanking,Hyderabad,Beauty
402918,2022-01-13,1882,742,3962,4,5,NetBanking,Bangalore,Electronics
364712,2022-01-14,19741,925,14616,5,20,Card,Kolkata,Sports
220151,2022-01-14,6313,589,33253,1,0,Card,Chennai,Beauty
555808,2022-01-14,14585,580,18751,1,20,UPI,Delhi,Sports
233767,2022-01-14,15705,877,46625,6,5,Cash,Bangalore,Grocery
748663,2022-01-14,4969,401,6210,5,15,Cash,Chennai,Beauty
803550,2022-01-14,18045,865,33390,4,15,NetBanking,Bangalore,Books
236330,2022-01-14,9967,901,36677,1,0,UPI,Pune,Sports
580754,2022-01-14,4081,604,44176,7,15,UPI,Mumbai,Home
401648,2022-01-14,9593,512,37173,4,20,Wallet,Kolkata,Home
788519,2022-01-15,5782,88,16993,3,5,Card,Hyderabad,Grocery
113986,2022-01-15,5882,465,27859,7,25,Wallet,Pune,Grocery
686146,2022-01-15,17427,50,21878,2,0,Cash,Delhi,Beauty
229312,2022-01-15,9237,103,15923,1,15,UPI,Kolkata,Clothing
112666,2022-01-15,17084,368,34588,4,20,Cash,Bangalore,Home
400804,2022-01-15,13112,936,28100,8,25,Card,Chennai,Home
234633,2022-01-15,1624,492,25086,6,25,Card,Delhi,Electronics
388998,2022-01-15,16734,558,41023,9,20,Card,Bangalore,Electronics
950937,2022-01-15,178,691,48709,1,10,Cash,Mumbai,Clothing
728776,2022-01-16,3223,779,33571,1,10,UPI,Chennai,Home
807611,2022-01-16,7164,268,12017,5,5,Wallet,Hyderabad,Grocery
384806,2022-01-16,13168,397,38221,6,0,UPI,Bangalore,Home
894824,2022-01-16,8517,320,20513,8,15,UPI,Chennai,Sports
130535,2022-01-16,13462,520,45974,3,15,NetBanking,Pune,Grocery
475713,2022-01-16,1309,449,47478,6,20,UPI,Bangalore,Sports
938688,2022-01-16,5253,777,15860,3,15,Wallet,Hyderabad,Sports
451279,2022-01-16,4998,476,9086,8,5,NetBanking,Mumbai,Grocery
921654,2022-01-16,18662,898,49544,4,10,UPI,Kolkata,Clothing
701661,2022-01-16,10971,590,19050,2,20,NetBanking,Hyderabad,Home
747972,2022-01-17,7710,909,41157,9,0,UPI,Pune,Beauty
589570,2022-01-17,11177,240,20784,8,20,Card,Hyderabad,Sports
556551,2022-01-17,15891,258,12774,6,15,Card,Hyderabad,Home
373109,2022-01-17,2644,708,35968,3,5,UPI,Kolkata,Sports
124538,2022-01-17,5622,972,13142,2,0,NetBanking,Delhi,Home
994498,2022-01-17,2470,944,24007,4,20,Wallet,Chennai,Sports
301664,2022-01-17,19765,842,26158,4,15,Card,Bangalore,Books
591234,2022-01-17,4810,643,7051,1,20,NetBanking,Kolkata,Electronics
999684,2022-01-17,428,964,32576,9,0,Wallet,Mumbai,Clothing
239182,2022-01-18,13783,390,5115,8,15,NetBanking,Bangalore,Beauty
572525,2022-01-18,5679,343,20024,7,10,UPI,Delhi,Beauty
258338,2022-01-18,13222,773,7371,6,25,Card,Mumbai,Beauty
284064,2022-01-18,6894,754,29690,3,0,Card,Delhi,Grocery
314020,2022-01-18,220,387,40355,4,10,Card,Bangalore,Sports
723094,2022-01-18,6849,394,33420,2,10,UPI,Mumbai,Clothing
997421,2022-01-18,13863,683,44375,7,15,Wallet,Pune,Electronics
715270,2022-01-18,17448,659,49002,2,20,Wallet,Kolkata,Grocery
745914,2022-01-18,15550,270,47698,1,20,Card,Bangalore,Beauty
219176,2022-01-19,3775,149,10080,6,5,Wallet,Chennai,Grocery
318126,2022-01-19,18560,380,2883,4,0,Card,Delhi,Grocery
318969,2022-01-19,5743,811,5821,8,0,Wallet,Chennai,Sports
222409,2022-01-19,11660,28,37590,1,15,Card,Pune,Sports
647707,2022-01-19,17800,149,9338,9,15,Wallet,Pune,Books
353618,2022-01-19,17680,420,23007,6,5,NetBanking,Chennai,Beauty
869598,2022-01-19,15483,280,3477,2,5,Card,Bangalore,Beauty
150015,2022-01-19,3270,182,14135,8,10,Card,Pune,Electronics
872838,2022-01-19,455,166,43423,5,25,Cash,Bangalore,Clothing
222096,2022-01-20,9818,17,11437,5,5,Card,Hyderabad,Home
731347,2022-01-20,128,150,49100,5,20,Wallet,Hyderabad,Home
285340,2022-01-20,14931,339,10502,7,10,NetBanking,Mumbai,Books
210687,2022-01-20,17497,45,30236,7,25,NetBanking,Bangalore,Home
974371,2022-01-20,10994,502,1368,7,5,Wallet,Delhi,Electronics
511357,2022-01-20,9119,842,26839,2,25,UPI,Bangalore,Grocery
835716,2022-01-20,12738,189,47366,8,20,Card,Bangalore,Beauty
205878,2022-01-20,14989,651,36515,1,20,NetBanking,Kolkata,Clothing
827270,2022-01-20,2124,61,8562,2,10,Wallet,Chennai,Home
298286,2022-01-21,5939,294,8139,7,10,NetBanking,Chennai,Books
873290,2022-01-21,13603,834,28141,4,20,NetBanking,Pune,Clothing
874684,2022-01-21,10403,33,43778,9,15,Wallet,Hyderabad,Sports
264899,2022-01-21,17238,299,7704,9,10,Cash,Kolkata,Clothing
424767,2022-01-21,17722,415,2887,3,0,NetBanking,Mumbai,Beauty
961882,2022-01-21,2006,624,12975,3,15,NetBanking,Mumbai,Books
979858,2022-01-21,7499,803,1544,9,0,UPI,Bangalore,Electronics
479989,2022-01-21,8061,549,20448,8,25,Cash,Kolkata,Beauty
515515,2022-01-21,12131,431,23830,1,25,UPI,Delhi,Books
143585,2022-01-22,15228,495,47323,6,25,Wallet,Chennai,Electronics
471369,2022-01-22,15763,100,24926,7,5,Card,Delhi,Books
164044,2022-01-22,1560,23,32002,8,10,Wallet,Kolkata,Grocery
542296,2022-01-22,15782,420,48581,2,10,Cash,Chennai,Clothing
209556,2022-01-22,15293,424,14333,1,20,Wallet,Kolkata,Home
626981,2022-01-22,17900,487,17942,4,10,Cash,Kolkata,Clothing
981691,2022-01-22,11145,730,15684,1,25,UPI,Bangalore,Beauty
867595,2022-01-22,7866,89,27088,2,0,NetBanking,Mumbai,Books
300235,2022-01-22,17912,209,23447,3,15,Wallet,Kolkata,Books
125939,2022-01-23,4478,271,9861,4,5,Wallet,Bangalore,Sports
252906,2022-01-23,7629,933,25833,6,15,NetBanking,Chennai,Sports
642335,2022-01-23,3171,749,18454,8,0,Wallet,Kolkata,Electronics
388249,2022-01-23,17039,900,2050,9,5,Wallet,Mumbai,Grocery
175766,2022-01-23,18047,406,21422,4,20,Card,Delhi,Grocery
508923,2022-01-23,11792,721,22530,1,10,Card,Delhi,Electronics
515192,2022-01-23,1140,278,48060,5,10,NetBanking,Hyderabad,Electronics
668550,2022-01-23,2786,977,16756,5,20,UPI,Pune,Electronics
487261,2022-01-23,12766,206,5022,9,0,Wallet,Delhi,Grocery
910208,2022-01-23,2653,590,42104,6,20,Wallet,Hyderabad,Sports
785440,2022-01-24,1879,913,3634,5,25,UPI,Mumbai,Clothing
752664,2022-01-24,13286,328,28145,5,0,Wallet,Bangalore,Sports
554589,2022-01-24,16559,610,8288,8,5,UPI,Kolkata,Sports
237848,2022-01-24,5157,858,9992,1,15,NetBanking,Kolkata,Sports
717075,2022-01-24,18833,877,35253,5,15,NetBanking,Pune,Clothing
227948,2022-01-24,19257,862,28005,1,20,UPI,Bangalore,Books
679304,2022-01-24,2362,982,13166,7,10,UPI,Kolkata,Sports
502690,2022-01-24,19713,336,29065,7,20,Cash,Mumbai,Books
599046,2022-01-24,10408,606,18798,8,10,Card,Kolkata,Grocery
551269,2022-01-25,16876,592,30301,7,20,Card,Pune,Home
121959,2022-01-25,17592,38,4894,9,20,Wallet,Kolkata,Sports
760890,2022-01-25,5288,920,4846,8,15,Wallet,Mumbai,Beauty
850216,2022-01-25,8902,228,15481,8,25,UPI,Chennai,Grocery
890180,2022-01-25,5157,483,43154,3,10,UPI,Delhi,Home
328576,2022-01-25,4098,134,31221,4,25,Card,Delhi,Sports
637833,2022-01-25,8964,708,48764,4,25,Wallet,Delhi,Sports
265838,2022-01-25,3777,978,9048,1,25,Card,Hyderabad,Beauty
435674,2022-01-25,5896,390,28386,6,15,NetBanking,Delhi,Clothing
979989,2022-01-26,14550,794,34336,2,25,Card,Kolkata,Electronics
161087,2022-01-26,6463,613,40258,9,10,Card,Kolkata,Books
693128,2022-01-26,8223,987,24853,1,5,UPI,Chennai,Beauty
218451,2022-01-26,8322,425,35713,1,25,Wallet,Bangalore,Books
547600,2022-01-26,13754,587,17791,6,25,NetBanking,Pune,Electronics
937437,2022-01-26,17884,806,5228,1,5,Card,Bangalore,Home
539792,2022-01-26,4171,510,12945,3,25,Card,Kolkata,Books
139353,2022-01-26,8908,720,42573,2,5,UPI,Hyderabad,Grocery
293075,2022-01-26,2886,595,40899,9,0,Cash,Chennai,Grocery
314283,2022-01-27,970,427,25681,5,15,Wallet,Mumbai,Electronics
414877,2022-01-27,4296,949,35986,6,15,Wallet,Kolkata,Beauty
165318,2022-01-27,11896,655,15975,2,5,Wallet,Bangalore,Beauty
865313,2022-01-27,2839,474,49377,8,20,Card,Pune,Books
582690,2022-01-27,1040,568,8711,6,15,Card,Chennai,Home
516880,2022-01-27,440,361,45759,8,10,Card,Pune,Grocery
691460,2022-01-27,4233,952,13105,8,15,Cash,Pune,Electronics
840976,2022-01-27,17143,799,31146,1,15,Card,Mumbai,Clothing
881239,2022-01-27,10325,211,16238,7,10,Wallet,Pune,Books
193264,2022-01-28,9852,953,4868,2,5,Wallet,Hyderabad,Grocery
870746,2022-01-28,3557,179,45294,8,5,UPI,Kolkata,Grocery
913168,2022-01-28,9948,920,11060,2,10,Cash,Delhi,Home
325281,2022-01-28,19459,58,6433,4,15,NetBanking,Kolkata,Grocery
737147,2022-01-28,9341,73,23612,2,25,Card,Chennai,Home
998613,2022-01-28,553,215,18822,7,15,NetBanking,Kolkata,Home
494070,2022-01-28,9996,900,35120,5,5,Card,Bangalore,Clothing
452228,2022-01-28,11076,778,42004,9,25,Cash,Hyderabad,Books
531839,2022-01-28,15972,959,22294,5,0,Cash,Kolkata,Sports
369536,2022-01-29,918,73,19764,8,5,Wallet,Chennai,Beauty
417824,2022-01-29,4968,467,5560,2,10,Cash,Hyderabad,Sports
357426,2022-01-29,16496,271,17583,3,25,NetBanking,Mumbai,Grocery
277789,2022-01-29,12271,499,16560,6,0,NetBanking,Chennai,Home
613153,2022-01-29,1020,354,5424,7,0,Cash,Kolkata,Sports
842452,2022-01-29,18902,234,41615,8,10,NetBanking,Kolkata,Home
937291,2022-01-29,9606,319,27863,3,25,Card,Delhi,Beauty
225657,2022-01-29,6575,19,47963,7,20,UPI,Mumbai,Beauty
335167,2022-01-29,2117,625,30469,8,5,Wallet,Delhi,Home
781669,2022-01-30,8057,575,38565,6,15,UPI,Hyderabad,Grocery
580671,2022-01-30,16330,372,24184,4,25,NetBanking,Pune,Books
819094,2022-01-30,9520,184,24910,6,5,Wallet,Delhi,Grocery
170467,2022-01-30,4892,277,48077,9,10,UPI,Mumbai,Books
283734,2022-01-30,13337,674,23404,3,15,UPI,Mumbai,Grocery
722794,2022-01-30,18918,755,36175,2,20,NetBanking,Mumbai,Beauty
209751,2022-01-30,16351,145,4791,5,10,Wallet,Kolkata,Grocery
481050,2022-01-30,19352,658,33208,7,5,Wallet,Hyderabad,Sports
911774,2022-01-30,10807,81,40276,3,0,UPI,Bangalore,Books
792517,2022-01-31,1538,322,48175,5,10,Wallet,Hyderabad,Grocery
561079,2022-01-31,3643,435,10629,4,10,Wallet,Mumbai,Grocery
468452,2022-01-31,11467,833,33894,7,5,Card,Hyderabad,Beauty
206081,2022-01-31,18265,43,22990,2,20,NetBanking,Pune,Electronics
713333,2022-01-31,15620,313,43580,7,5,NetBanking,Chennai,Electronics
658986,2022-01-31,6443,906,8694,2,5,Card,Pune,Grocery
210078,2022-01-31,2363,293,37087,3,20,UPI,Pune,Electronics
967055,2022-01-31,10261,688,9673,5,20,Cash,Chennai,Grocery
122671,2022-01-31,311,888,39199,7,10,UPI,Bangalore,Sports
518400,2022-01-31,13909,69,33187,6,0,Card,Pune,Beauty
455528,2022-02-01,7127,56,5378,7,5,Wallet,Hyderabad,Grocery
710490,2022-02-01,431,631,24553,6,0,Card,Pune,Clothing
151663,2022-02-01,8269,204,44780,1,20,NetBanking,Pune,Home
115708,2022-02-01,9233,420,40258,5,20,Wallet,Kolkata,Beauty
978338,2022-02-01,14691,927,23524,1,5,UPI,Pune,Books
411955,2022-02-01,16225,567,44331,7,10,Wallet,Hyderabad,Clothing
233883,2022-02-01,827,550,17622,4,5,NetBanking,Chennai,Clothing
418394,2022-02-01,11154,243,2420,5,10,Card,Mumbai,Sports
212547,2022-02-01,3343,201,48440,1,15,UPI,Delhi,Home
659042,2022-02-02,17132,748,1340,8,10,Cash,Mumbai,Clothing
851102,2022-02-02,5195,474,45310,4,5,Cash,Bangalore,Home
862002,2022-02-02,13909,527,41288,3,5,Card,Delhi,Grocery
242483,2022-02-02,11029,656,44953,1,10,UPI,Mumbai,Beauty
758271,2022-02-02,14942,77,5987,4,0,UPI,Hyderabad,Beauty
314835,2022-02-02,17493,985,27062,3,10,Wallet,Kolkata,Beauty
501896,2022-02-02,1650,478,46517,8,15,Card,Pune,Sports
184896,2022-02-02,9095,821,33456,9,15,Wallet,Hyderabad,Home
577095,2022-02-02,15266,440,39180,5,0,Card,Chennai,Home
171295,2022-02-03,7592,263,26308,9,15,NetBanking,Hyderabad,Clothing
843974,2022-02-03,12601,185,20862,1,5,Card,Hyderabad,Beauty
987121,2022-02-03,15667,55,8670,7,0,Wallet,Bangalore,Clothing
373255,2022-02-03,19885,308,25246,7,0,UPI,Pune,Grocery
399648,2022-02-03,13365,516,14766,6,0,Card,Kolkata,Clothing
757162,2022-02-03,5524,299,30681,4,25,UPI,Delhi,Beauty
108155,2022-02-03,14186,552,9323,9,10,NetBanking,Mumbai,Home
566872,2022-02-03,3261,230,2857,3,10,Cash,Mumbai,Clothing
925816,2022-02-03,9315,377,48223,1,0,Cash,Bangalore,Clothing
474705,2022-02-04,6717,286,31587,2,15,Wallet,Delhi,Home
671542,2022-02-04,12026,138,26818,3,25,Card,Pune,Home
908350,2022-02-04,15192,478,26247,2,25,NetBanking,Hyderabad,Beauty
710269,2022-02-04,16260,615,34272,6,5,NetBanking,Kolkata,Grocery
654594,2022-02-04,17660,7,41235,7,5,UPI,Pune,Books
247718,2022-02-04,15738,676,19540,5,10,Wallet,Bangalore,Beauty
408987,2022-02-04,2333,419,26837,5,20,NetBanking,Hyderabad,Clothing
745263,2022-02-04,4800,472,9484,7,0,Card,Mumbai,Beauty
458745,2022-02-04,11127,935,31682,6,20,NetBanking,Bangalore,Beauty
207512,2022-02-05,7960,420,32707,8,5,Cash,Kolkata,Home
247443,2022-02-05,7626,877,45610,9,10,Wallet,Bangalore,Grocery
570587,2022-02-05,5659,276,5923,2,10,UPI,Bangalore,Books
473616,2022-02-05,6832,561,43019,2,10,Card,Pune,Grocery
757409,2022-02-05,2613,608,16920,1,10,Cash,Mumbai,Beauty
786976,2022-02-05,7930,571,44263,7,10,NetBanking,Kolkata,Home
465871,2022-02-05,14881,743,22938,4,0,Wallet,Mumbai,Home
475037,2022-02-05,8010,689,14319,9,25,Wallet,Chennai,Sports
907364,2022-02-05,15947,90,43161,6,20,Card,Kolkata,Clothing
217796,2022-02-06,5749,282,7900,7,25,UPI,Mumbai,Electronics
391999,2022-02-06,17580,548,3160,7,5,Cash,Kolkata,Clothing
292506,2022-02-06,9220,171,17236,8,5,UPI,Mumbai,Books
798376,2022-02-06,2051,638,7221,4,25,Card,Hyderabad,Sports
369544,2022-02-06,10265,995,26294,3,10,Card,Mumbai,Clothing
480002,2022-02-06,14452,811,11038,3,10,Cash,Kolkata,Clothing
798002,2022-02-06,9846,355,20651,8,25,Wallet,Delhi,Electronics
639439,2022-02-06,11070,204,24360,3,10,Wallet,Hyderabad,Home
690978,2022-02-06,9286,289,9255,8,25,Cash,Kolkata,Home
628787,2022-02-07,8904,868,3699,2,15,UPI,Kolkata,Grocery
630583,2022-02-07,695,462,44893,5,5,Cash,Kolkata,Grocery
488215,2022-02-07,7975,609,22928,5,10,Wallet,Chennai,Beauty
421184,2022-02-07,6072,750,49169,7,20,UPI,Delhi,Books
898615,2022-02-07,15982,173,1372,5,15,NetBanking,Chennai,Beauty
522515,2022-02-07,958,301,48312,9,0,UPI,Bangalore,Beauty
768234,2022-02-07,5619,600,19898,3,15,Wallet,Pune,Grocery
478480,2022-02-07,10080,911,24855,9,15,Card,Bangalore,Grocery
132711,2022-02-07,4417,863,35758,1,15,UPI,Bangalore,Clothing
891971,2022-02-08,19938,529,10607,3,20,UPI,Pune,Home
601157,2022-02-08,12244,140,40558,4,5,Card,Mumbai,Grocery
284423,2022-02-08,12979,766,9553,6,10,Wallet,Pune,Electronics
616349,2022-02-08,1130,278,6383,8,20,NetBanking,Mumbai,Clothing
803714,2022-02-08,9587,663,49343,7,20,NetBanking,Hyderabad,Sports
757917,2022-02-08,13405,511,1715,8,25,Cash,Delhi,Electronics
924792,2022-02-08,10355,346,10837,6,10,NetBanking,Pune,Electronics
837378,2022-02-08,1547,846,14950,6,25,NetBanking,Delhi,Home
233272,2022-02-08,10337,140,8992,6,25,UPI,Kolkata,Electronics
867836,2022-02-08,2950,114,27817,3,15,Cash,Bangalore,Electronics
802335,2022-02-09,12053,580,34818,4,25,NetBanking,Bangalore,Books
907789,2022-02-09,8206,507,14357,6,0,UPI,Kolkata,Electronics
743409,2022-02-09,10100,366,5742,7,15,Cash,Mumbai,Electronics
177505,2022-02-09,9603,691,14369,3,15,UPI,Chennai,Clothing
102869,2022-02-09,15593,637,6044,4,25,Card,Kolkata,Clothing
881474,2022-02-09,4155,397,11288,6,25,Wallet,Pune,Home
554351,2022-02-09,5502,825,26378,1,5,Wallet,Delhi,Sports
412252,2022-02-09,9381,823,8261,7,15,Wallet,Delhi,Home
736584,2022-02-09,1772,850,44614,1,0,NetBanking,Chennai,Books
718467,2022-02-10,4632,875,19064,9,20,Wallet,Delhi,Electronics
190272,2022-02-10,5024,924,10799,9,25,Wallet,Delhi,Beauty
138467,2022-02-10,15369,870,4522,9,15,Cash,Pune,Electronics
909760,2022-02-10,12646,745,14690,4,20,Cash,Mumbai,Electronics
977844,2022-02-10,6185,940,3057,2,25,Cash,Delhi,Books
580047,2022-02-10,12490,659,36489,7,5,NetBanking,Bangalore,Home
759347,2022-02-10,13380,942,38589,4,25,Wallet,Bangalore,Grocery
158871,2022-02-10,4964,111,36331,5,0,NetBanking,Hyderabad,Sports
228391,2022-02-10,9416,875,15559,1,10,NetBanking,Mumbai,Home
539430,2022-02-11,1321,358,14692,6,10,NetBanking,Mumbai,Clothing
710704,2022-02-11,2960,238,49429,7,25,NetBanking,Bangalore,Home
956703,2022-02-11,10802,3,1202,3,5,NetBanking,Mumbai,Books
930496,2022-02-11,8528,723,34709,2,0,NetBanking,Pune,Grocery
356687,2022-02-11,15485,404,17972,7,25,Wallet,Mumbai,Electronics
825451,2022-02-11,9436,25,42530,1,20,Cash,Hyderabad,Grocery
207450,2022-02-11,3353,843,10537,2,5,UPI,Chennai,Books
271890,2022-02-11,3882,509,2642,3,15,UPI,Kolkata,Books
